hour,traffic_volume_sum,traffic_volume_avg,records,temperature,humidity,wind_speed
2012-02-24 05:00:00,159,39.75,4,0.94,54.0,11.62
2012-02-24 06:00:00,362,90.5,4,0.94,54.0,11.62
2012-02-24 07:00:00,581,145.25,4,0.94,54.0,11.62
2012-02-24 08:00:00,696,174.0,4,0.94,54.0,11.62
2012-02-24 09:00:00,689,172.25,4,0.94,54.0,11.62
2012-02-24 10:00:00,719,179.75,4,0.94,54.0,11.62
2012-02-24 11:00:00,802,200.5,4,0.94,54.0,11.62
2012-02-24 12:00:00,816,204.0,4,0.94,54.0,11.62
2012-02-24 13:00:00,853,213.25,4,0.94,54.0,11.62
2012-02-24 14:00:00,864,216.0,4,0.94,54.0,11.62
2012-02-24 15:00:00,995,248.75,4,0.94,54.0,11.62
2012-02-24 16:00:00,1049,262.25,4,0.94,54.0,11.62
2012-02-24 17:00:00,1089,272.25,4,0.94,54.0,11.62
2012-02-24 18:00:00,1059,264.75,4,0.94,54.0,11.62
2012-02-24 19:00:00,891,222.75,4,0.94,54.0,11.62
2012-02-24 20:00:00,692,173.0,4,0.94,54.0,11.62
2012-02-24 21:00:00,189,189.0,1,0.94,54.0,11.62
2012-04-03 11:00:00,705,235.0,3,0.94,54.0,11.62
2012-04-03 12:00:00,920,230.0,4,0.94,54.0,11.62
2012-04-03 13:00:00,1023,255.75,4,0.94,54.0,11.62
2012-04-03 14:00:00,1220,305.0,4,0.94,54.0,11.62
2012-04-03 15:00:00,1309,327.25,4,0.94,54.0,11.62
2012-04-03 16:00:00,1331,332.75,4,0.94,54.0,11.62
2012-04-03 17:00:00,1445,361.25,4,0.94,54.0,11.62
2012-04-03 18:00:00,1289,322.25,4,0.94,54.0,11.62
2012-04-03 19:00:00,963,240.75,4,0.94,54.0,11.62
2012-04-03 20:00:00,898,224.5,4,0.94,54.0,11.62
2012-04-03 21:00:00,740,185.0,4,0.94,54.0,11.62
2012-04-03 22:00:00,685,171.25,4,0.94,54.0,11.62
2012-04-03 23:00:00,513,128.25,4,0.94,54.0,11.62
2012-04-04 00:00:00,367,91.75,4,0.94,54.0,11.62
2012-04-04 01:00:00,220,55.0,4,0.94,54.0,11.62
2012-04-04 02:00:00,166,41.5,4,0.94,54.0,11.62
2012-04-04 03:00:00,195,48.75,4,0.94,54.0,11.62
2012-04-04 04:00:00,225,56.25,4,0.94,54.0,11.62
2012-04-04 05:00:00,396,99.0,4,0.94,54.0,11.62
2012-04-04 06:00:00,696,174.0,4,0.94,54.0,11.62
2012-04-04 07:00:00,737,184.25,4,0.94,54.0,11.62
2012-04-04 08:00:00,860,215.0,4,0.94,54.0,11.62
2012-04-04 09:00:00,847,211.75,4,0.94,54.0,11.62
2012-04-04 10:00:00,779,194.75,4,0.94,54.0,11.62
2012-04-04 11:00:00,826,206.5,4,0.94,54.0,11.62
2012-04-04 12:00:00,893,223.25,4,0.94,54.0,11.62
2012-04-04 13:00:00,992,248.0,4,0.94,54.0,11.62
2012-04-04 14:00:00,1123,280.75,4,0.94,54.0,11.62
2012-04-04 15:00:00,1297,324.25,4,0.94,54.0,11.62
2012-04-04 16:00:00,1326,331.5,4,0.94,54.0,11.62
2012-04-04 17:00:00,1370,342.5,4,0.94,54.0,11.62
2012-04-04 18:00:00,1230,307.5,4,0.94,54.0,11.62
2012-04-04 19:00:00,1023,255.75,4,0.94,54.0,11.62
2012-04-04 20:00:00,874,218.5,4,0.94,54.0,11.62
2012-04-04 21:00:00,796,199.0,4,0.94,54.0,11.62
2012-04-04 22:00:00,628,157.0,4,0.94,54.0,11.62
2012-04-04 23:00:00,536,134.0,4,0.94,54.0,11.62
2012-04-05 00:00:00,384,96.0,4,0.94,54.0,11.62
2012-04-05 01:00:00,206,51.5,4,0.94,54.0,11.62
2012-04-05 02:00:00,156,39.0,4,0.94,54.0,11.62
2012-04-05 03:00:00,226,56.5,4,0.94,54.0,11.62
2012-04-05 04:00:00,276,69.0,4,0.94,54.0,11.62
2012-04-05 05:00:00,392,98.0,4,0.94,54.0,11.62
2012-04-05 06:00:00,584,146.0,4,0.94,54.0,11.62
2012-04-05 07:00:00,766,191.5,4,0.94,54.0,11.62
2012-04-05 08:00:00,804,201.0,4,0.94,54.0,11.62
2012-04-05 09:00:00,801,200.25,4,0.94,54.0,11.62
2012-04-05 10:00:00,851,212.75,4,0.94,54.0,11.62
2012-04-05 11:00:00,877,219.25,4,0.94,54.0,11.62
2012-04-05 12:00:00,981,245.25,4,0.94,54.0,11.62
2012-04-05 13:00:00,1030,257.5,4,0.94,54.0,11.62
2012-04-05 14:00:00,1123,280.75,4,0.94,54.0,11.62
2012-04-05 15:00:00,1343,335.75,4,0.94,54.0,11.62
2012-04-05 16:00:00,1337,334.25,4,0.94,54.0,11.62
2012-04-05 17:00:00,1394,348.5,4,0.94,54.0,11.62
2012-04-05 18:00:00,1212,303.0,4,0.94,54.0,11.62
2012-04-05 19:00:00,1035,258.75,4,0.94,54.0,11.62
2012-04-05 20:00:00,931,232.75,4,0.94,54.0,11.62
2012-04-05 21:00:00,836,209.0,4,0.94,54.0,11.62
2012-04-05 22:00:00,772,193.0,4,0.94,54.0,11.62
2012-04-05 23:00:00,601,150.25,4,0.94,54.0,11.62
2012-04-06 00:00:00,405,101.25,4,0.94,54.0,11.62
2012-04-06 01:00:00,287,71.75,4,0.94,54.0,11.62
2012-04-06 02:00:00,182,45.5,4,0.94,54.0,11.62
2012-04-06 03:00:00,200,50.0,4,0.94,54.0,11.62
2012-04-06 04:00:00,265,66.25,4,0.94,54.0,11.62
2012-04-06 05:00:00,327,81.75,4,0.94,54.0,11.62
2012-04-06 06:00:00,491,122.75,4,0.94,54.0,11.62
2012-04-06 07:00:00,565,141.25,4,0.94,54.0,11.62
2012-04-06 08:00:00,165,165.0,1,0.94,54.0,11.62
2012-04-16 00:00:00,1,0.3333333333333333,3,0.94,54.0,11.62
2012-05-19 09:00:00,751,375.5,2,0.94,54.0,11.62
2012-05-19 10:00:00,392,392.0,1,0.94,54.0,11.62
2012-06-10 02:00:00,95,31.666666666666668,3,0.94,54.0,11.62
2012-06-10 03:00:00,111,27.75,4,0.94,54.0,11.62
2012-06-10 04:00:00,107,26.75,4,0.94,54.0,11.62
2012-06-10 05:00:00,114,38.0,3,0.94,54.0,11.62
2012-07-02 16:00:00,356,356.0,1,0.94,54.0,11.62
2012-07-02 17:00:00,1478,369.5,4,0.94,54.0,11.62
2012-07-02 18:00:00,1453,363.25,4,0.94,54.0,11.62
2012-07-02 19:00:00,1329,332.25,4,0.94,54.0,11.62
2012-07-02 20:00:00,1179,294.75,4,0.94,54.0,11.62
2012-07-02 21:00:00,1222,305.5,4,0.94,54.0,11.62
2012-07-02 22:00:00,1294,323.5,4,0.94,54.0,11.62
2012-07-02 23:00:00,1036,259.0,4,0.94,54.0,11.62
2012-07-03 00:00:00,729,182.25,4,0.94,54.0,11.62
2012-07-03 01:00:00,473,118.25,4,0.94,54.0,11.62
2012-07-03 02:00:00,399,99.75,4,0.94,54.0,11.62
2012-07-03 03:00:00,425,106.25,4,0.94,54.0,11.62
2012-07-03 04:00:00,806,201.5,4,0.94,54.0,11.62
2012-07-03 05:00:00,1555,388.75,4,0.94,54.0,11.62
2012-07-03 06:00:00,1999,499.75,4,0.94,54.0,11.62
2012-07-03 07:00:00,1745,436.25,4,0.94,54.0,11.62
2012-07-03 08:00:00,1792,448.0,4,0.94,54.0,11.62
2012-07-03 09:00:00,1601,400.25,4,0.94,54.0,11.62
2012-07-03 10:00:00,1576,394.0,4,0.94,54.0,11.62
2012-07-03 11:00:00,1489,372.25,4,0.94,54.0,11.62
2012-07-03 12:00:00,1438,359.5,4,0.94,54.0,11.62
2012-07-03 13:00:00,1542,385.5,4,0.94,54.0,11.62
2012-07-03 14:00:00,1533,383.25,4,0.94,54.0,11.62
2012-07-03 15:00:00,1475,368.75,4,0.94,54.0,11.62
2012-07-03 16:00:00,1430,357.5,4,0.94,54.0,11.62
2012-07-03 17:00:00,1560,390.0,4,0.94,54.0,11.62
2012-07-03 18:00:00,1600,400.0,4,0.94,54.0,11.62
2012-07-03 19:00:00,1470,367.5,4,0.94,54.0,11.62
2012-07-03 20:00:00,1382,345.5,4,0.94,54.0,11.62
2012-07-03 21:00:00,1482,370.5,4,0.94,54.0,11.62
2012-07-03 22:00:00,1455,363.75,4,0.94,54.0,11.62
2012-07-03 23:00:00,1258,314.5,4,0.94,54.0,11.62
2012-07-04 00:00:00,1079,269.75,4,0.94,54.0,11.62
2012-07-04 01:00:00,799,199.75,4,0.94,54.0,11.62
2012-07-04 02:00:00,598,149.5,4,0.94,54.0,11.62
2012-07-04 03:00:00,490,122.5,4,0.94,54.0,11.62
2012-07-04 04:00:00,473,157.66666666666666,3,0.94,54.0,11.62
2012-12-10 18:00:00,991,330.3333333333333,3,0.94,54.0,11.62
2012-12-10 19:00:00,1019,254.75,4,0.94,54.0,11.62
2012-12-10 20:00:00,842,210.5,4,0.94,54.0,11.62
2012-12-10 21:00:00,696,174.0,4,0.94,54.0,11.62
2012-12-10 22:00:00,671,167.75,4,0.94,54.0,11.62
2012-12-10 23:00:00,483,120.75,4,0.94,54.0,11.62
2012-12-11 00:00:00,344,86.0,4,0.94,54.0,11.62
2012-12-11 01:00:00,135,33.75,4,0.94,54.0,11.62
2012-12-11 02:00:00,67,16.75,4,0.94,54.0,11.62
2012-12-11 03:00:00,65,16.25,4,0.94,54.0,11.62
2012-12-11 04:00:00,109,27.25,4,0.94,54.0,11.62
2012-12-11 05:00:00,463,115.75,4,0.94,54.0,11.62
2012-12-11 06:00:00,1293,323.25,4,0.94,54.0,11.62
2012-12-11 07:00:00,2001,500.25,4,0.94,54.0,11.62
2012-12-11 08:00:00,2155,538.75,4,0.94,54.0,11.62
2012-12-11 09:00:00,2019,504.75,4,0.94,54.0,11.62
2012-12-11 10:00:00,1125,281.25,4,0.94,54.0,11.62
2012-12-11 11:00:00,1219,304.75,4,0.94,54.0,11.62
2012-12-11 12:00:00,1231,307.75,4,0.94,54.0,11.62
2012-12-11 13:00:00,1361,340.25,4,0.94,54.0,11.62
2012-12-11 14:00:00,1520,380.0,4,0.94,54.0,11.62
2012-12-11 15:00:00,1519,379.75,4,0.94,54.0,11.62
2012-12-11 16:00:00,1383,345.75,4,0.94,54.0,11.62
2012-12-11 17:00:00,1548,387.0,4,0.94,54.0,11.62
2012-12-11 18:00:00,1385,346.25,4,0.94,54.0,11.62
2012-12-11 19:00:00,1159,289.75,4,0.94,54.0,11.62
2012-12-11 20:00:00,925,231.25,4,0.94,54.0,11.62
2012-12-11 21:00:00,714,178.5,4,0.94,54.0,11.62
2012-12-11 22:00:00,757,189.25,4,0.94,54.0,11.62
2012-12-11 23:00:00,355,88.75,4,0.94,54.0,11.62
2012-12-12 00:00:00,205,51.25,4,0.94,54.0,11.62
2012-12-12 01:00:00,169,42.25,4,0.94,54.0,11.62
2012-12-12 02:00:00,86,21.5,4,0.94,54.0,11.62
2012-12-12 03:00:00,66,16.5,4,0.94,54.0,11.62
2012-12-12 04:00:00,99,24.75,4,0.94,54.0,11.62
2012-12-12 05:00:00,397,99.25,4,0.94,54.0,11.62
2012-12-12 06:00:00,1251,312.75,4,0.94,54.0,11.62
2012-12-21 08:00:00,1756,585.3333333333334,3,0.94,54.0,11.62
2012-12-21 09:00:00,2363,590.75,4,0.94,54.0,11.62
2012-12-21 10:00:00,1821,455.25,4,0.94,54.0,11.62
2012-12-21 11:00:00,1987,496.75,4,0.94,54.0,11.62
2012-12-21 12:00:00,1942,485.5,4,0.94,54.0,11.62
2012-12-21 13:00:00,2226,556.5,4,0.94,54.0,11.62
2012-12-21 14:00:00,1956,489.0,4,0.94,54.0,11.62
2012-12-21 15:00:00,1564,391.0,4,0.94,54.0,11.62
2012-12-21 16:00:00,1409,352.25,4,0.94,54.0,11.62
2012-12-21 17:00:00,1345,336.25,4,0.94,54.0,11.62
2012-12-21 18:00:00,1248,312.0,4,0.94,54.0,11.62
2012-12-21 19:00:00,1125,281.25,4,0.94,54.0,11.62
2012-12-21 20:00:00,792,198.0,4,0.94,54.0,11.62
2012-12-21 21:00:00,657,164.25,4,0.94,54.0,11.62
2012-12-21 22:00:00,730,182.5,4,0.94,54.0,11.62
2012-12-21 23:00:00,675,168.75,4,0.94,54.0,11.62
2012-12-24 04:00:00,42,21.0,2,0.94,54.0,11.62
2012-12-24 05:00:00,252,63.0,4,0.94,54.0,11.62
2012-12-24 06:00:00,656,164.0,4,0.94,54.0,11.62
2012-12-24 07:00:00,1019,254.75,4,0.94,54.0,11.62
2012-12-24 08:00:00,1180,295.0,4,0.94,54.0,11.62
2012-12-24 09:00:00,1026,256.5,4,0.94,54.0,11.62
2012-12-24 10:00:00,1050,262.5,4,0.94,54.0,11.62
2012-12-24 11:00:00,1105,276.25,4,0.94,54.0,11.62
2012-12-24 12:00:00,1253,313.25,4,0.94,54.0,11.62
2012-12-24 13:00:00,1294,323.5,4,0.94,54.0,11.62
2012-12-24 14:00:00,1145,286.25,4,0.94,54.0,11.62
2012-12-24 15:00:00,1232,308.0,4,0.94,54.0,11.62
2012-12-24 16:00:00,1140,285.0,4,0.94,54.0,11.62
2012-12-24 17:00:00,1109,277.25,4,0.94,54.0,11.62
2012-12-24 18:00:00,1005,251.25,4,0.94,54.0,11.62
2012-12-24 19:00:00,837,209.25,4,0.94,54.0,11.62
2012-12-24 20:00:00,612,153.0,4,0.94,54.0,11.62
2012-12-24 21:00:00,576,144.0,4,0.94,54.0,11.62
2012-12-24 22:00:00,734,183.5,4,0.94,54.0,11.62
2012-12-24 23:00:00,647,161.75,4,0.94,54.0,11.62
2012-12-25 00:00:00,445,111.25,4,0.94,54.0,11.62
2012-12-25 01:00:00,291,72.75,4,0.94,54.0,11.62
2012-12-25 02:00:00,151,37.75,4,0.94,54.0,11.62
2012-12-25 03:00:00,75,18.75,4,0.94,54.0,11.62
2012-12-25 04:00:00,74,18.5,4,0.94,54.0,11.62
2012-12-25 05:00:00,90,22.5,4,0.94,54.0,11.62
2012-12-25 06:00:00,157,39.25,4,0.94,54.0,11.62
2012-12-25 07:00:00,190,47.5,4,0.94,54.0,11.62
2012-12-25 08:00:00,228,57.0,4,0.94,54.0,11.62
2012-12-25 09:00:00,294,73.5,4,0.94,54.0,11.62
2012-12-25 10:00:00,477,119.25,4,0.94,54.0,11.62
2012-12-25 11:00:00,617,154.25,4,0.94,54.0,11.62
2012-12-25 12:00:00,909,227.25,4,0.94,54.0,11.62
2012-12-25 13:00:00,1068,267.0,4,0.94,54.0,11.62
2012-12-25 14:00:00,1175,293.75,4,0.94,54.0,11.62
2012-12-25 15:00:00,1108,277.0,4,0.94,54.0,11.62
2012-12-25 16:00:00,1010,252.5,4,0.94,54.0,11.62
2012-12-25 17:00:00,807,201.75,4,0.94,54.0,11.62
2012-12-25 18:00:00,872,218.0,4,0.94,54.0,11.62
2012-12-25 19:00:00,921,230.25,4,0.94,54.0,11.62
2012-12-25 20:00:00,930,232.5,4,0.94,54.0,11.62
2012-12-25 21:00:00,996,249.0,4,0.94,54.0,11.62
2012-12-25 22:00:00,771,192.75,4,0.94,54.0,11.62
2012-12-25 23:00:00,473,118.25,4,0.94,54.0,11.62
2012-12-26 00:00:00,286,71.5,4,0.94,54.0,11.62
2012-12-26 01:00:00,126,31.5,4,0.94,54.0,11.62
2012-12-26 02:00:00,62,15.5,4,0.94,54.0,11.62
2012-12-26 03:00:00,34,8.5,4,0.94,54.0,11.62
2012-12-26 04:00:00,90,22.5,4,0.94,54.0,11.62
2012-12-26 05:00:00,292,73.0,4,0.94,54.0,11.62
2012-12-26 06:00:00,806,201.5,4,0.94,54.0,11.62
2012-12-26 07:00:00,1178,294.5,4,0.94,54.0,11.62
2012-12-26 08:00:00,1380,345.0,4,0.94,54.0,11.62
2012-12-26 09:00:00,1389,347.25,4,0.94,54.0,11.62
2012-12-26 10:00:00,1231,307.75,4,0.94,54.0,11.62
2012-12-26 11:00:00,1094,273.5,4,0.94,54.0,11.62
2012-12-26 12:00:00,1137,284.25,4,0.94,54.0,11.62
2012-12-26 13:00:00,1276,319.0,4,0.94,54.0,11.62
2012-12-26 14:00:00,1414,353.5,4,0.94,54.0,11.62
2012-12-26 15:00:00,1333,333.25,4,0.94,54.0,11.62
2012-12-26 16:00:00,1218,304.5,4,0.94,54.0,11.62
2012-12-26 17:00:00,1065,266.25,4,0.94,54.0,11.62
2012-12-26 18:00:00,927,231.75,4,0.94,54.0,11.62
2012-12-26 19:00:00,747,186.75,4,0.94,54.0,11.62
2012-12-26 20:00:00,531,132.75,4,0.94,54.0,11.62
2012-12-26 21:00:00,429,107.25,4,0.94,54.0,11.62
2012-12-26 22:00:00,165,41.25,4,0.94,54.0,11.62
2012-12-26 23:00:00,92,23.0,4,0.94,54.0,11.62
2012-12-27 00:00:00,74,18.5,4,0.94,54.0,11.62
2012-12-27 01:00:00,46,11.5,4,0.94,54.0,11.62
2012-12-27 02:00:00,28,7.0,4,0.94,54.0,11.62
2012-12-27 03:00:00,39,9.75,4,0.94,54.0,11.62
2012-12-27 04:00:00,108,27.0,4,0.94,54.0,11.62
2012-12-27 05:00:00,299,74.75,4,0.94,54.0,11.62
2012-12-27 06:00:00,225,56.25,4,0.94,54.0,11.62
2012-12-27 07:00:00,1330,332.5,4,0.94,54.0,11.62
2012-12-27 08:00:00,1474,368.5,4,0.94,54.0,11.62
2012-12-27 09:00:00,2458,614.5,4,0.94,54.0,11.62
2012-12-27 10:00:00,1279,319.75,4,0.94,54.0,11.62
2012-12-27 11:00:00,331,331.0,1,0.94,54.0,11.62
2013-01-31 12:00:00,69,17.25,4,0.94,54.0,11.62
2013-01-31 13:00:00,90,22.5,4,0.94,54.0,11.62
2013-01-31 14:00:00,85,21.25,4,0.94,54.0,11.62
2013-01-31 15:00:00,139,34.75,4,0.94,54.0,11.62
2013-01-31 16:00:00,131,32.75,4,0.94,54.0,11.62
2013-01-31 17:00:00,99,24.75,4,0.94,54.0,11.62
2013-01-31 18:00:00,89,22.25,4,0.94,54.0,11.62
2013-01-31 19:00:00,53,13.25,4,0.94,54.0,11.62
2013-01-31 20:00:00,50,12.5,4,0.94,54.0,11.62
2013-01-31 21:00:00,43,10.75,4,0.94,54.0,11.62
2013-01-31 22:00:00,29,7.25,4,0.94,54.0,11.62
2013-01-31 23:00:00,33,8.25,4,0.94,54.0,11.62
2013-02-01 00:00:00,22,5.5,4,0.94,54.0,11.62
2013-02-01 01:00:00,9,2.25,4,0.94,54.0,11.62
2013-02-01 02:00:00,14,3.5,4,0.94,54.0,11.62
2013-02-01 03:00:00,8,2.0,4,0.94,54.0,11.62
2013-02-01 04:00:00,14,3.5,4,0.94,54.0,11.62
2013-02-01 05:00:00,30,7.5,4,0.94,54.0,11.62
2013-02-01 06:00:00,40,10.0,4,0.94,54.0,11.62
2013-02-01 07:00:00,66,16.5,4,0.94,54.0,11.62
2013-02-01 08:00:00,159,39.75,4,0.94,54.0,11.62
2013-02-01 09:00:00,89,22.25,4,0.94,54.0,11.62
2013-02-01 10:00:00,76,19.0,4,0.94,54.0,11.62
2013-02-01 11:00:00,90,22.5,4,0.94,54.0,11.62
2013-02-01 12:00:00,113,28.25,4,0.94,54.0,11.62
2013-02-01 13:00:00,96,24.0,4,0.94,54.0,11.62
2013-02-01 14:00:00,159,39.75,4,0.94,54.0,11.62
2013-02-01 15:00:00,163,40.75,4,0.94,54.0,11.62
2013-02-01 16:00:00,151,37.75,4,0.94,54.0,11.62
2013-02-01 17:00:00,118,29.5,4,0.94,54.0,11.62
2013-02-01 18:00:00,83,20.75,4,0.94,54.0,11.62
2013-02-01 19:00:00,93,23.25,4,0.94,54.0,11.62
2013-02-01 20:00:00,78,19.5,4,0.94,54.0,11.62
2013-02-01 21:00:00,63,15.75,4,0.94,54.0,11.62
2013-02-01 22:00:00,49,12.25,4,0.94,54.0,11.62
2013-02-01 23:00:00,43,10.75,4,0.94,54.0,11.62
2013-02-02 00:00:00,39,9.75,4,0.94,54.0,11.62
2013-02-02 01:00:00,17,4.25,4,0.94,54.0,11.62
2013-02-02 02:00:00,12,3.0,4,0.94,54.0,11.62
2013-02-02 03:00:00,13,3.25,4,0.94,54.0,11.62
2013-02-05 10:00:00,13,13.0,1,0.94,54.0,11.62
2013-02-05 11:00:00,80,20.0,4,0.94,54.0,11.62
2013-02-05 12:00:00,79,19.75,4,0.94,54.0,11.62
2013-02-05 13:00:00,84,21.0,4,0.94,54.0,11.62
2013-02-05 14:00:00,93,23.25,4,0.94,54.0,11.62
2013-02-05 15:00:00,145,36.25,4,0.94,54.0,11.62
2013-02-05 16:00:00,131,32.75,4,0.94,54.0,11.62
2013-02-05 17:00:00,106,26.5,4,0.94,54.0,11.62
2013-02-05 18:00:00,81,20.25,4,0.94,54.0,11.62
2013-02-05 19:00:00,44,11.0,4,0.94,54.0,11.62
2013-02-05 20:00:00,44,11.0,4,0.94,54.0,11.62
2013-02-05 21:00:00,29,7.25,4,0.94,54.0,11.62
2013-02-05 22:00:00,31,7.75,4,0.94,54.0,11.62
2013-02-05 23:00:00,25,6.25,4,0.94,54.0,11.62
2013-02-06 00:00:00,32,8.0,4,0.94,54.0,11.62
2013-02-06 01:00:00,8,2.0,4,0.94,54.0,11.62
2013-02-06 02:00:00,13,3.25,4,0.94,54.0,11.62
2013-02-06 03:00:00,3,0.75,4,0.94,54.0,11.62
2013-02-06 04:00:00,8,2.0,4,0.94,54.0,11.62
2013-02-06 05:00:00,35,8.75,4,0.94,54.0,11.62
2013-02-06 06:00:00,41,10.25,4,0.94,54.0,11.62
2013-02-06 07:00:00,65,16.25,4,0.94,54.0,11.62
2013-02-06 08:00:00,149,37.25,4,0.94,54.0,11.62
2013-02-06 09:00:00,97,24.25,4,0.94,54.0,11.62
2013-02-06 10:00:00,64,16.0,4,0.94,54.0,11.62
2013-02-06 11:00:00,84,21.0,4,0.94,54.0,11.62
2013-02-06 12:00:00,72,18.0,4,0.94,54.0,11.62
2013-02-06 13:00:00,88,22.0,4,0.94,54.0,11.62
2013-02-06 14:00:00,40,10.0,4,0.94,54.0,11.62
2013-02-06 15:00:00,56,14.0,4,0.94,54.0,11.62
2013-02-06 16:00:00,54,13.5,4,0.94,54.0,11.62
2013-02-06 17:00:00,78,19.5,4,0.94,54.0,11.62
2013-02-06 18:00:00,73,18.25,4,0.94,54.0,11.62
2013-02-06 19:00:00,63,15.75,4,0.94,54.0,11.62
2013-02-06 20:00:00,56,14.0,4,0.94,54.0,11.62
2013-02-06 21:00:00,39,9.75,4,0.94,54.0,11.62
2013-02-06 22:00:00,25,6.25,4,0.94,54.0,11.62
2013-02-06 23:00:00,17,4.25,4,0.94,54.0,11.62
2013-02-07 00:00:00,14,3.5,4,0.94,54.0,11.62
2013-02-07 01:00:00,10,2.5,4,0.94,54.0,11.62
2013-02-07 02:00:00,9,2.25,4,0.94,54.0,11.62
2013-02-07 03:00:00,7,1.75,4,0.94,54.0,11.62
2013-02-07 04:00:00,6,1.5,4,0.94,54.0,11.62
2013-02-07 05:00:00,25,6.25,4,0.94,54.0,11.62
2013-02-07 06:00:00,43,10.75,4,0.94,54.0,11.62
2013-02-07 07:00:00,69,17.25,4,0.94,54.0,11.62
2013-02-07 08:00:00,160,40.0,4,0.94,54.0,11.62
2013-02-07 09:00:00,58,14.5,4,0.94,54.0,11.62
2013-02-07 10:00:00,91,22.75,4,0.94,54.0,11.62
2013-02-07 11:00:00,98,24.5,4,0.94,54.0,11.62
2013-02-07 12:00:00,113,28.25,4,0.94,54.0,11.62
2013-02-07 13:00:00,70,17.5,4,0.94,54.0,11.62
2013-02-07 14:00:00,80,20.0,4,0.94,54.0,11.62
2013-02-07 15:00:00,30,30.0,1,0.94,54.0,11.62
2013-02-16 12:00:00,26,13.0,2,0.94,54.0,11.62
2013-02-16 13:00:00,51,12.75,4,0.94,54.0,11.62
2013-02-16 14:00:00,48,12.0,4,0.94,54.0,11.62
2013-02-16 15:00:00,65,16.25,4,0.94,54.0,11.62
2013-02-16 16:00:00,41,10.25,4,0.94,54.0,11.62
2013-02-16 17:00:00,46,11.5,4,0.94,54.0,11.62
2013-02-16 18:00:00,39,9.75,4,0.94,54.0,11.62
2013-02-16 19:00:00,40,10.0,4,0.94,54.0,11.62
2013-02-16 20:00:00,53,13.25,4,0.94,54.0,11.62
2013-02-16 21:00:00,47,11.75,4,0.94,54.0,11.62
2013-02-16 22:00:00,16,4.0,4,0.94,54.0,11.62
2013-02-16 23:00:00,31,7.75,4,0.94,54.0,11.62
2013-02-17 00:00:00,23,5.75,4,0.94,54.0,11.62
2013-02-17 01:00:00,11,2.75,4,0.94,54.0,11.62
2013-02-17 02:00:00,7,1.75,4,0.94,54.0,11.62
2013-02-17 03:00:00,9,2.25,4,0.94,54.0,11.62
2013-02-17 04:00:00,5,1.25,4,0.94,54.0,11.62
2013-02-17 05:00:00,11,2.75,4,0.94,54.0,11.62
2013-02-17 06:00:00,12,3.0,4,0.94,54.0,11.62
2013-02-17 07:00:00,21,5.25,4,0.94,54.0,11.62
2013-02-17 08:00:00,20,5.0,4,0.94,54.0,11.62
2013-02-17 09:00:00,26,6.5,4,0.94,54.0,11.62
2013-02-17 10:00:00,40,10.0,4,0.94,54.0,11.62
2013-02-17 11:00:00,36,9.0,4,0.94,54.0,11.62
2013-02-17 12:00:00,37,9.25,4,0.94,54.0,11.62
2013-02-17 13:00:00,37,9.25,4,0.94,54.0,11.62
2013-02-17 14:00:00,37,9.25,4,0.94,54.0,11.62
2013-02-17 15:00:00,36,9.0,4,0.94,54.0,11.62
2013-02-17 16:00:00,46,11.5,4,0.94,54.0,11.62
2013-02-17 17:00:00,39,9.75,4,0.94,54.0,11.62
2013-02-17 18:00:00,31,7.75,4,0.94,54.0,11.62
2013-02-17 19:00:00,42,10.5,4,0.94,54.0,11.62
2013-02-17 20:00:00,32,8.0,4,0.94,54.0,11.62
2013-02-17 21:00:00,32,8.0,4,0.94,54.0,11.62
2013-02-17 22:00:00,22,5.5,4,0.94,54.0,11.62
2013-02-17 23:00:00,23,5.75,4,0.94,54.0,11.62
2013-02-18 00:00:00,17,4.25,4,0.94,54.0,11.62
2013-02-18 01:00:00,14,3.5,4,0.94,54.0,11.62
2013-02-18 02:00:00,7,1.75,4,0.94,54.0,11.62
2013-02-18 03:00:00,4,1.0,4,0.94,54.0,11.62
2013-02-18 04:00:00,6,1.5,4,0.94,54.0,11.62
2013-02-18 05:00:00,9,2.25,4,0.94,54.0,11.62
2013-02-18 06:00:00,20,5.0,4,0.94,54.0,11.62
2013-02-18 07:00:00,23,5.75,4,0.94,54.0,11.62
2013-02-18 08:00:00,25,6.25,4,0.94,54.0,11.62
2013-02-18 09:00:00,19,4.75,4,0.94,54.0,11.62
2013-02-18 10:00:00,28,7.0,4,0.94,54.0,11.62
2013-02-18 11:00:00,38,9.5,4,0.94,54.0,11.62
2013-02-18 12:00:00,31,7.75,4,0.94,54.0,11.62
2013-02-18 13:00:00,50,12.5,4,0.94,54.0,11.62
2013-02-18 14:00:00,31,7.75,4,0.94,54.0,11.62
2013-02-18 15:00:00,39,9.75,4,0.94,54.0,11.62
2013-02-18 16:00:00,52,13.0,4,0.94,54.0,11.62
2013-02-18 17:00:00,38,9.5,4,0.94,54.0,11.62
2013-02-18 18:00:00,38,9.5,4,0.94,54.0,11.62
2013-02-18 19:00:00,45,11.25,4,0.94,54.0,11.62
2013-02-18 20:00:00,44,11.0,4,0.94,54.0,11.62
2013-02-18 21:00:00,32,8.0,4,0.94,54.0,11.62
2013-02-18 22:00:00,24,6.0,4,0.94,54.0,11.62
2013-02-18 23:00:00,15,3.75,4,0.94,54.0,11.62
2013-02-19 00:00:00,10,2.5,4,0.94,54.0,11.62
